,Date,Keyword,Platform Name,Search Url,Chinese Reviews,English Reviews,Sentiment Using TextBlob Scores,Sentiment Using ML Model
32,"January 18, 2018",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or30-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 待在Barmy的五天在传统节日板球赛中，与Barmy Army在一起的每一天中，感觉体育馆很棒，座位很舒服，设备也很好（不用排长队，如果要排队，就会有啤酒、食物和洗手间提供）。管理员们都很友好，而且这次的警察是我遇到的最友好和最有趣的。感谢 430bobr ,"Five days in Barmy. In the traditional holiday cricket match and every day with Barmy Army, I feel that the gymnasium is great, the seats are very comfortable, and the equipment is also very good (no long lines, if you have to queue, you will have beer , Food and toilets provided). The administrators are very friendly, and this time the police is the friendliest and most interesting I have encountered. Thank 430bobr",Positive,Positive
33,"January 4, 2018",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or30-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 板球场MCG是一个非常棒的墨尔本体育场馆。无论你坐在哪里都可以感觉到很棒的氛围和绝佳的视野。场地清洁，还有提供食物和饮料良好服务，很美好的一天。感谢 PrincessRegina ,"MCG Cricket Ground is a great Melbourne stadium. No matter where you sit, you can feel a great atmosphere and a great view. The grounds are clean, and the food and drinks are provided with good service. It was a good day. Thank PrincessRegina",Positive,Positive
34,"November 18, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or30-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 一个英国板球球迷必须的来的地方我们旅游参观了楼下的体育博物馆，这钱花得很好，参观了墨尔本板球场的大部分地区，导游的信息量非常丰富。丹尼斯·利利和沙恩·沃恩的雕像值得一看，只是为了低声细语地诅咒他们多年以来对抗英格兰的击球手的表现！不过要尊重人才！我们大部分时间都在那里，妻子也认为这很好。感谢 890bobt ,"A must-have place for British cricket fans. We visited the sports museum downstairs. We spent a good amount of money. We visited most parts of the Melbourne Cricket Ground. The tour guide was very informative. The statues of Dennis Lilly and Shane Vaughan are worth seeing, just to whisper and curse their performance against England's batters for years! But respect talents! We were there most of the time, and my wife thought it was good. Thank 890bobt",Positive,Positive
35,"October 26, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or30-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 澳式足球非常棒这是一个观看澳式足球的好地方。我们在一个终点附近的第二排买了票，很喜欢它。如此快节奏和激动人心的比赛。球迷非常棒，门票只要25美元。如果你在城里，你应该试着去看一场比赛。感谢 V7396SUshannonm ,"Australian football is great. This is a great place to watch Australian football. We bought tickets in the second row near a terminal and loved it. Such a fast-paced and exciting game. The fans are great, tickets are only $25. If you are in town, you should try to watch a game. Thank V7396SUshannonm",Positive,Positive
36,"October 1, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or30-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 澳大利亚最棒的运动场地！这是可以容纳100000人欣赏璧山，这也是AFL的总决赛场地。这里需要你爬上陡的座位。这里在比赛时的氛围绝佳，尤其时这里没有屋顶。我相信这里的算得上最棒的运动场地了。抵达这里可以步行，公交车，火车，出租车，uber甚至自行车。这也是在墨尔本必参观的运动场地。感谢 CoachK71 ,"Australia's best sports venue! This can accommodate 100,000 people to appreciate Bishan, which is also the venue of the AFL finals. You need to climb up the steep seat here. The atmosphere here during the game is great, especially when there is no roof. I believe this is the best sports venue. You can walk here, bus, train, taxi, uber or even bicycle. This is also a must-visit sports venue in Melbourne. Thank CoachK71",Positive,Positive
37,"September 10, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or30-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 最佳现场体育场馆这是世界上最好的体育场馆之一，也是澳大利亚最好的体育场馆之一。对55000人来说，出入很流畅也很高效(最好是通过侧门而不是中央主门)，但是我确信95000人可能是就另一种样子了。没有什么能比得上一种满G或几乎满G的气氛了。它的食物定价合理，味道也还可以，饮料比在其他体育场馆便宜。如果你有时间，就到这来游玩和去体育博物馆看看来了解澳大利亚的体育文化吧。在这儿，即使是在看台上层的人也有很好的视野看到场内的体育运动。感谢 nicholasbC773RQ ,"Best on-site stadiums This is one of the best stadiums in the world and one of the best stadiums in Australia. For 55,000 people, entry and exit are smooth and efficient (preferably through the side door rather than the central main door), but I am sure that 95,000 people may be different. Nothing can compare to a full G or almost full G atmosphere. The food is reasonably priced, the taste is okay, and the drinks are cheaper than in other stadiums. If you have time, come here to play and go to the sports museum to learn about Australian sports culture. Here, even those on the upper floors of the stands have a good view of the sports in the arena. Thank nicholasbC773RQ",Positive,Positive
38,"August 25, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or30-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 无论你是不是一个澳式橄榄球粉丝…在这里并不像在游戏中一样！它是一个巨大的令人印象深刻的体育场，值得我们去参观和观看比赛。如果你来到墨尔本观看你的球队获胜，那这里一定会有所帮助，但当你在墨尔本的足球赛季中度过一周的时候，这无疑会增加一个目标。组织得很好，值得走到体育场去感受比赛的真实感受!感谢 hungryc244 ,"Whether you are an Australian football fan or not...it's not like in the game here! It is a huge and impressive stadium, which is worth visiting and watching games. If you come to Melbourne to watch your team win, it will definitely help, but when you spend a week in Melbourne's football season, this will undoubtedly add another goal. Well organized, it is worth walking to the stadium to experience the real feeling of the game! Thanks hungryc244",Neutral,Positive
39,"August 17, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or30-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 在墨尔本板球场参加会议美丽的场所，氛围超好的会议。美味的食物。超棒的设施。尽管墨尔本板球场在我心中的有特殊位置。由于我看不到可用的楼梯，所以进入会议室的各个房间受到严重干扰。经常要走一段相当远的距离，上或下走一段路，比上下电梯还要多。工作人员都很乐于助人，但不是所有任都能告诉我，最简单的路线。不想再次出席在墨尔本板球场的会议。包裹检查很随便，我有一个手提箱，被要求打开，但除了随便看一眼也不要求显示更深入检查。我的大手袋根本没有检查。墨尔本板球场是一个很好的地方，但娄底很差劲很令人失望。感谢 robynh657 ,"At the Melbourne Cricket Ground, it is a beautiful venue with a great atmosphere. delicious food. Great facilities. Although the Melbourne Cricket Ground has a special place in my heart. Since I could not see the available stairs, the rooms entering the meeting room were severely disturbed. It is often necessary to walk a considerable distance, up or down, more than going up and down the elevator. The staff are very helpful, but not everyone can tell me the easiest route. I don't want to attend the meeting at the Melbourne Cricket Ground again. Parcel inspection is very casual. I have a suitcase and I am asked to open it, but I don’t ask for further inspection except for a casual glance. My big handbag was not checked at all. The Melbourne Cricket Ground is a good place, but Loudi is terrible and disappointing. Thank robynh657",Neutral,Positive
40,"August 4, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or40-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 周五晚足球（澳足联）坐电车很容易到，但是从墨尔本市中心来挺远的。没什么像看现场足球赛一样好了，很棒的食物，没去过这种整天都在运营的巡回赛。感谢 606kevynm ,"Friday night football (Australian Football Federation) is easy to reach by tram, but it is quite far from Melbourne city centre. Nothing is as good as watching a live football game. Great food. I have never been to a tour that runs all day. Thank 606kevynm",Positive,Neutral
41,"July 29, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or40-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 观看AFL决赛喜欢MCG尤其是在9月份，你的球队正在为AFL做最后的决赛。结果对这个特殊的比赛来说不是很好，但是气氛非常好。在一场很棒的比赛中，很难击败“G”。设施很好，很容易找到，食物和饮料的价格是你在澳大利亚的体育比赛中所期望的。感谢 768wendyt ,"Watch the AFL finals like MCG, especially in September, your team is doing the finals for the AFL. The result is not very good for this particular game, but the atmosphere is very good. In a great game, it is difficult to beat ""G"". The facilities are good and easy to find, and the prices of food and drinks are what you would expect in a sports game in Australia. Thank 768wendyt",Neutral,Positive
42,"July 15, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or40-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 一个在墨尔本必须要做的事在这些最具教育性的日子里，最有价值和特别的是墨尔本板球场和博物馆之旅，这是令人惊叹的。如果你喜欢板球、澳式足球或普通体育，这是一个很棒的地方。墨尔本板球场的导游是退休的墨尔本板球场成员，他们对体育和俱乐部的热爱和喜欢是极大地。这是一个带家人来的好地方。留给自己充足的时间。感谢 trevors376 ,"One of the must-dos in Melbourne during these most educational days, the most valuable and special is the Melbourne Cricket Ground and Museum Tour, which is amazing. If you like cricket, Australian football or general sports, this is a great place. The guides of the Melbourne Cricket Ground are retired members of the Melbourne Cricket Ground. Their love and love for sports and clubs is immense. This is a good place to bring family. Leave yourself plenty of time. Thank trevors376",Positive,Positive
43,"July 8, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or40-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 还行，但不够惊艳我知道这里有规定，但是他们完全不理睬拿着一般入场券的客人，只是坐在那里玩游戏，然后告诉我们要去哪里排队进去。我们还带着一个小孩，走那么多路。所以有两个大门真的很麻烦。这里需要设置一个婴儿更衣室，我接近要走一半的路程才能找到成人更衣室为我儿子换衣服。感谢 happystaffylover ,"It's okay, but not amazing. I know there are rules, but they completely ignored the guests with general admission tickets, just sat there playing games, and then told us where to go in line. We also took a child and walked so much. So having two doors is really troublesome. A baby changing room needs to be set up here. I have to walk about halfway to find an adult changing room to change my son's clothes. Thank happystaffylover",Neutral,Positive
44,"May 29, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or40-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 棒极了跟一个学识渊博的导游一起游览墨尔本板球场简直太享受了。连平时绝对不可能让你进去的会员区和球队更衣室都能进去啊！这场历时75分钟左右的旅程真的超值。我个人强烈推荐，但是早上没办法去参观因为场地白天是有训练和比赛的。感谢 EG27 ,"It was great to visit the Melbourne Cricket Ground with a knowledgeable guide. You can even enter the membership area and the team locker room where you are never allowed to enter! This 75-minute journey is really worth it. I personally highly recommend it, but there is no way to visit in the morning because the venue has training and competitions during the day. Thank EG27",Positive,Positive
45,"May 27, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or40-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 一定要去参观如果你是板球运动的爱好者，而且你身处墨尔本，千万不要错过墨尔本板球场的参观----绝对是值得的。你可以进入展馆，新闻会议室，第三个裁判室等等。精彩的评论和一小段板球发展史可以让你的一天过得很好很充实。强烈推荐。感谢 953rajivr ,"A must visit If you are a fan of cricket and you are in Melbourne, don't miss a visit to the Melbourne Cricket Ground-it is definitely worth it. You can enter the exhibition hall, press conference room, third referee room and so on. Wonderful comments and a short history of cricket development can make your day very good and fulfilling. highly recommended. Thank 953rajivr",Positive,Positive
46,"May 13, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or40-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 对于板球爱好者和运动狂热者是一次不容错过的的体验这次墨西哥之旅给我们一张进入全球最好的运动会场的“入场券”。导游十分博学多识，十分真挚的欢迎我们的到来，他们会馆中弥漫着浓浓的骄傲之情。感谢 Rossendale22 ,"It is an experience not to be missed for cricket enthusiasts and sports enthusiasts. This trip to Mexico gives us an ""entry ticket"" to the best sports venues in the world. The tour guide is very knowledgeable and welcomes us very sincerely. There is a strong sense of pride in their hall. Thank Rossendale22",Positive,Positive
47,"April 23, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or40-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 比赛精采，热烈气氛本来没有打算来，只是有空就想看看球场。但竟然当天有澳式足球联赛，场外都听到里面的尖叫声～ 之后本来在门外偷窥，竟然一个卖pizza的人送了门票给我们！气氛非常热烈，很多观众（当地人）化身教练，指导球员～ 而且场地真的很大，真的值得进去～感谢 ColbieY1 ,"The game was splendid and the atmosphere was warm. I didn't intend to come, but I wanted to see the stadium when I had time. But there was an Australian Football League that day, and I heard the screams outside the field~ After peeping outside the door, a pizza seller gave us tickets! The atmosphere is very warm. Many spectators (locals) become coaches and coach players~ And the venue is really big, it's really worth entering~ Thanks ColbieY1",Positive,Positive
48,"April 22, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or40-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 只来这儿看过橄榄球赛，但是很简单就能找到自己的位子还没进场的时候，球场外也挺有的逛的。到了进场的时候，人群移动得很快，因为要找到你被安排到的座位还是很简单的，而且四处都会有球场员工，如果需要他们会来帮助引导你。橄榄球赛期间厕所始终被维护得非常干净，并且如果你想吃，那儿有很多食物供你购买。感谢 malleegirl ,"I've only been here to watch a rugby game, but I can easily find my seat when I haven't even entered the stadium, and there are quite a few strolling outside the stadium. When it comes time to enter the stadium, the crowd moves quickly, because it is easy to find the seat you are assigned to, and there will be stadium staff everywhere, who will help guide you if needed. The toilets are always kept very clean during the football game, and if you want to eat, there is a lot of food for you to buy. Thank malleegirl",Neutral,Positive
49,"April 14, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or40-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 澳大利亚橄榄球联盟来到这是为了观看霍索恩橄榄球俱乐部的主场比赛。墨尔本板球场的观众容纳量巨大，而且观众还会感觉到很舒适，即使是坐在里面的观众也可以买到食物和饮品。最近的火车站是里士满，到球场仅仅是短短的几步路。两个球队的18名球员拼命争抢控球权，从远处观看比赛的观众们情绪高涨，都表现的像最好的教练和评论员一样。当你的球队得分了，你异常兴奋，而对方得分了，你表现的很失落。这是一个大声宣泄你情绪的下午。感谢 darwinl231 ,"The Australian Rugby Union came here to watch the home game of Hawthorne Rugby Club. The audience capacity of the Melbourne Cricket Ground is huge, and the audience will feel very comfortable. Even the audience sitting inside can buy food and drinks. The nearest train station is Richmond, and the stadium is only a short walk away. The 18 players of the two teams desperately scrambled for possession of the ball, and the audience watching the game from a distance was in high spirits, all behaving like the best coaches and commentators. When your team scores, you are very excited, and when the opponent scores, you are very disappointed. This is an afternoon to vent your emotions out loud. Thank darwinl231",Neutral,Positive
50,"April 1, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or50-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 乌鸦飞到这里来做客，山楂足球俱乐部的房间很大，工作人员非常友好。食物好极了。不能说一件坏事，很快就会回来。停车不是问题，这里有一个非常美丽的场地。地面比较干净。感谢 Awsomeal ,"The crow flew here as a guest. The Hawthorn Football Club has a large room and the staff is very friendly. The food is excellent. Can't say a bad thing and will come back soon. Parking is not a problem, there is a very beautiful venue here. The ground is relatively clean. Thank Awsomeal",Positive,Positive
51,"March 25, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or50-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 又好又安全的板球场昨晚上我们决定看一场澳洲风格的比赛。你可以在赛前在售票处买票。我们看了Collinwoid队（当地的队伍）比赛，他们输了。除了现场气氛很好之外，这也是我去过的最大的球场。员工非常乐于助人。感谢 firefairie ,"Nice and safe cricket ground We decided to watch an Australian style game last night. You can buy tickets at the ticket office before the game. We watched the Collinwoid team (the local team) match and they lost. In addition to the great atmosphere, this is also the biggest stadium I have ever been to. The staff are very helpful. Thank firefairie",Neutral,Positive
52,"March 11, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or50-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 所有板球球迷-必来之地！我们参观了球场。这里是巨大的。导游聪明而且富有耐心。几乎每15分钟观赏一次，最后一次接近一个半小时。如果你是板球球迷不要错过这里。感谢 374jayneb ,"All cricket fans-a must! We visited the stadium. This is huge. The tour guide is smart and patient. It is viewed almost every 15 minutes, and the last time is close to an hour and a half. If you are a cricket fan don't miss it here. Thank 374jayneb",Neutral,Positive
53,"March 4, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or50-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 必须要去我们正在澳大利亚旅行，当我们到达墨尔本时这是全世界板球场中必须要去的一家。我们碰巧在城市穿梭巴士上，司机提到谢菲尔德盾游戏将在第二天举行。他还说人群会是一个人和他的狗。然而我们去了，花了5美金的入场费...人们太惊人了。只有几百人观看，坐在一个地方像所有的事情都发生在这个奇妙的地方。感谢 alang54 ,"Must go. We are traveling in Australia. When we arrive in Melbourne, this is one of the must-visit cricket stadiums in the world. We happened to be on the city shuttle bus and the driver mentioned that the Sheffield Shield game would be held the next day. He also said that the crowd would be a person and his dog. However, we went and spent $5 in entrance fee... the people were amazing. There are only a few hundred people watching, sitting in one place like everything is happening in this wonderful place. Thank alang54",Neutral,Positive
54,"February 18, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or50-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 喜欢顶端的风景我去过澳洲的好多个体育馆但是从我在MCG外面的时候我就已经被这个体育馆吸引了。我们在MCG外面逛了一圈，我们的导游跟我们说AFL在这个球场举行了6个月，板球比赛也在这个球场举行了6个月。我们在球场上待了一会儿然后走到看台的最后一层上去，那里的视野真的是无与伦比的。我们还去了会员区，图书馆，多媒体中心和运动员训练中心，我们还看了县赛的最后那部分。这次旅程真的太有趣了，我会永远把这段旅程留在脑海里，毕竟我是个疯狂的板球迷啊。感谢 sandeepk212 ,"I like the top view. I have been to many stadiums in Australia but I have been attracted to this stadium since I was outside of MCG. We walked around outside MCG and our guide told us that AFL has been held in this stadium for 6 months, and cricket matches have also been held in this stadium for 6 months. We stayed on the court for a while and then walked to the last floor of the stands, where the view was really unparalleled. We also went to the membership area, library, multimedia center and athlete training center, and we also watched the last part of the county game. This journey is really interesting. I will always keep this journey in my mind. After all, I am a crazy cricket fan. Thank sandeepk212",Neutral,Neutral
55,"February 11, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or50-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 澳大利亚精神的象征墨尔本板球场是理解，感受澳大利亚人最好的方式之一。它是澳大利亚人个性的象征！如果你不能理解这是为什么的话就不能理解澳大利亚人。对这个国家来说板球和澳大利亚足球是最具魅力的比赛。欢迎前来领略我们这种精神！感谢 nosimonov ,"The symbol of the Australian spirit Melbourne Cricket Ground is one of the best ways to understand and feel Australians. It is a symbol of Australian personality! If you don’t understand why, you can’t understand Australians. Cricket and Australian football are the most attractive games for this country. Welcome to come and appreciate our spirit! Thank nosimonov",Positive,Positive
56,"January 29, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or50-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 这里有墨尔本最好的体育设施这里对于任何一个观看体育赛事的人来说都是很适合的。这里的工作人员干得很不错，各种事项仅仅有条，而且这里很干净，只是厕所有点脏。食品和饮料的价格也有点贵，希望这里能越办越好。感谢 caserpierw ,"Here are the best sports facilities in Melbourne. It is suitable for anyone watching sports events. The staff here did a very good job, the various matters are only organized, and the place is very clean, but the toilet is a bit dirty. The price of food and beverages is also a bit expensive, I hope it can be better and better. Thank caserpierw",Positive,Positive
57,"January 21, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or50-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 很棒的体育场有10万多个座位的大球场，还配有一个很大的体育博物馆，离城市很近，步行10分钟就能走到了，去里士满站仅5分钟步行距离。感谢 Q9189ISrobertb ,"A great stadium with more than 100,000 seats and a large sports museum. It is very close to the city and can be reached within a 10-minute walk. It is only a 5-minute walk from Richmond Station. Thank Q9189ISrobertb",Positive,Positive
58,"January 7, 2017",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or50-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 这是一个看比赛的好地方我们在这里看了板球和橄榄球，都能有很不错的观赛视野。这里的饮食设施也都不错。我们来往这里的交通也很便利，两个方向都有电轨也有火车。感谢 Jooles1958 ,"This is a good place to watch the game. We watched cricket and rugby here, and we all have a good view of the game. The eating facilities here are also good. Our transportation to and from here is also very convenient. There are electric tracks and trains in both directions. Thank Jooles1958",Positive,Positive
59,"December 23, 2016",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or50-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 虽然我不迷足球和板球，但是我真的很喜欢这里！这次的旅行真是完美至极，收获良多，行程紧促。我们觉得这次真是物有所值，而且从交通卡那找来一个讲解者，好像叫Kiki，他一个人为我们两个人服务。我们都是MCG旅行然后进了体育博物馆，全程都非常舒服。因为我们是昆士兰英式橄榄球支持者，我怕这里都是美国足球，但是并非如此，我爱这个热情的绅士，他带我们参观这个博物馆。对于年龄大的人来说，他步子积极热烈，让旅行的两个成人和小孩子非常痴迷于这里，对他讲的我们都特别喜欢。来墨尔本旅游的人一定要来这里参观啊！感谢 Tripadvisor会员 ,"Although I am not a fan of football or cricket, I really like it here! This trip was really perfect, with a lot of rewards and a tight schedule. We think this time is really good value for money, and we found a narrator from the transportation card, like Kiki, who served us two by himself. We all traveled with MCG and then entered the sports museum. We were very comfortable throughout. Because we are Queensland Rugby supporters, I am afraid that this is all American football, but it is not the case. I love this enthusiastic gentleman and he takes us to visit this museum. For the older people, his active and enthusiastic steps made the two traveling adults and children very obsessed with it, and we all liked what he said. Those who visit Melbourne must come here to visit! Thank Tripadvisor members",Positive,Positive
60,"December 4, 2016",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or60-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS," 令人印象深刻就像任何一个墨尔本人都会告诉你的那样，墨尔本板球场，俗称""the G""是澳洲体育迷最向往的地方。球场可以容纳近十万人，地方很大。在这里可以看到澳式橄榄球，板球等各种体育比赛。这里还有一个体育博物馆，很值得单独过来参观。板球场还有俱乐部成员组织的导览游，可以参观球场，球员更衣室等。感谢 Dencal1945 ","It’s impressive. Just as any Melbourneer would tell you, the Melbourne Cricket Ground, commonly known as ""the G"", is the most desirable place for Australian sports fans. The stadium can accommodate nearly 100,000 people, and the place is huge. Here you can see Australian football, cricket and other sports games. There is also a sports museum here, which is worth visiting alone. The cricket ground also has a guided tour organized by club members. You can visit the stadium, players’ locker rooms, etc. Thank Dencal1945",Positive,Positive
61,"December 4, 2016",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or60-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 对于所有家庭来说都是个必游之地在一开始你可能不会觉得这是个必游之地，但请相信我，不论你是不是一个运动迷或不确定你会不会享受游览MCG（墨尔本板球场）和很棒的运动博物馆的旅程。对于球迷和来墨尔本的游客来说这都是个瑰宝。员工和主要的志愿者都非常乐于助人，知识渊博而且会向你展示这个地方。我现在意识到MCG无疑是世界上领先的体育场馆之一。感谢 davidgE4081IX ,"It is a must-visit place for all families. At first you may not think this is a must-visit place, but please trust me, whether you are a sports fan or not sure if you will enjoy visiting MCG (Melbourne Cricket ground) and great sports museum journey. This is a gem for fans and tourists to Melbourne. The staff and main volunteers are very helpful, knowledgeable and will show you this place. I now realize that MCG is undoubtedly one of the leading stadiums in the world. Thank davidgE4081IX",Positive,Positive
62,"November 16, 2016",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or60-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS, 朋友带入去睇波MCG经常有Australian Football嘅比赛，遮系澳式足球，一样类似橄榄球嘅运动。 好多local都好捧场，我睇果场比赛系墨尔本对西部一个城市，唔记得叫咩名，最后系墨尔本输左，我都睇左好耐先睇得明场波系点打嘅。感谢 kingyipwater ,"Friends brought in to watch the waves. MCG often has Australian Football matches, which cover Australian football, which is similar to rugby. A lot of locals are good to support. I watched the fruit game between Melbourne and a city in the west. I don't remember the name, but Melbourne lost in the end. Thank kingyipwater",Neutral,Positive
63,"November 10, 2016",Melbourne Cricket Ground,Trip Advisor China,https://www.tripadvisor.cn/Attraction_Review-g255100-d256584-Reviews-or60-Melbourne_Cricket_Ground_MCG-Melbourne_Victoria.html#REVIEWS," 运动博物馆每一位游客必须来参观MCG。这里被誉为“神圣之地”,来到这你才能意识到这个体育场有多大。你也可以参观更衣室和板球场-狭长的空间和丰富的运动种类。周围的每一位MCC工作人员都知识丰富。我们还去了体育博物馆,花了很长时间看各种AFL、板球和奥运纪念品以及其他运动。这里绝对值得花几个小时来参观。我们还在餐馆吃了午饭,那里还有一个咖啡屋。感谢 532jennyl ","Every visitor to the Sports Museum must visit MCG. This is known as the ""sacred place"", and you will realize how big this stadium is when you come here. You can also visit the locker rooms and cricket grounds-long and narrow spaces and a wealth of sports. Every MCC staff member around is knowledgeable. We also went to the Sports Museum and spent a long time watching various AFL, cricket and Olympic memorabilia and other sports. It is definitely worth a few hours to visit. We also had lunch in the restaurant, where there is also a coffee shop. Thank 532jennyl",Neutral,Positive
